archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
87764f31-69bd-4744-87f9-a1889f50e186___FAM_B.Msls 1286.JPG,Esca,Esca,0.2,0.69,0.05,0.06,True
89265561-e2ab-4c9b-a649-909f2cbf5d01___FAM_B.Msls 4219.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
892cb949-3689-44db-ab0a-d37729adae8f___FAM_B.Msls 0831.JPG,Esca,Black_rot,0.475,0.39,0.07,0.065,False
8a0b6e63-15e9-47db-a1b8-37ed43e1b1e0___FAM_B.Msls 1234.JPG,Esca,Esca,0.03,0.965,0.0,0.005,True
8a8589af-b795-4f9a-85ff-c03d93d3de1a___FAM_B.Msls 0924.JPG,Esca,Esca,0.15,0.665,0.0,0.185,True
8b993fb5-c4d9-4597-805c-9a8d577bc581___FAM_B.Msls 1187.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
8bb24787-f86e-4c6a-90aa-cfebf35878ee___FAM_B.Msls 1024.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
8c3515a7-2962-41f4-80e0-f9b399054f9c___FAM_B.Msls 1346.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
8cd6f5a4-b50a-4701-9961-470f57ebf869___FAM_B.Msls 3937.JPG,Esca,Esca,0.34,0.65,0.0,0.01,True
8d907fe6-7955-4b37-912a-70aea1ae8d02___FAM_B.Msls 3900.JPG,Esca,Esca,0.155,0.77,0.005,0.07,True
8dde844c-0ff3-49dc-8d81-e643a5d38a63___FAM_B.Msls 4042.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
8e4c7dc2-646b-428a-9351-9025a07e30bc___FAM_B.Msls 1344.JPG,Esca,Esca,0.015,0.985,0.0,0.0,True
910dc3b9-2237-475a-b211-2e36a380c60d___FAM_B.Msls 4439.JPG,Esca,Esca,0.085,0.885,0.03,0.0,True
9123d7b2-e9ed-4cdd-a616-7c0ebcfef10c___FAM_B.Msls 1042.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
913fb01a-40e2-454b-bc87-aba0669633cf___FAM_B.Msls 3910.JPG,Esca,Esca,0.345,0.635,0.015,0.005,True
9304503a-f7cb-4435-a794-85d1544bbcab___FAM_B.Msls 1151.JPG,Esca,Esca,0.335,0.625,0.0,0.04,True
94e3e74d-faf9-4ab6-b28c-ee02a8d3720b___FAM_B.Msls 4426.JPG,Esca,Esca,0.24,0.28,0.26,0.22,True
97822070-4ab0-4640-87cc-0b847203e371___FAM_B.Msls 1055.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
97af59b0-ff69-4a55-9be3-bda181b789cd___FAM_B.Msls 4402.JPG,Esca,Esca,0.175,0.785,0.005,0.035,True
989c0a62-1c16-48bd-8721-fb4bbf1e313f___FAM_B.Msls 4384.JPG,Esca,Esca,0.44,0.545,0.0,0.015,True
9994c140-6ebe-4c48-a4b5-0ea65eed42d4___FAM_B.Msls 1825.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
99fcdf23-f7da-463f-9e16-d2ee1c61bb37___FAM_B.Msls 1180.JPG,Esca,Esca,0.39,0.425,0.005,0.18,True
9b3def52-3cd5-4aa4-a265-1c99a67203e2___FAM_B.Msls 1820.JPG,Esca,Esca,0.02,0.965,0.0,0.015,True
9db151ca-40a4-4877-91f0-fccdc1fd1f74___FAM_B.Msls 1051.JPG,Esca,Esca,0.025,0.965,0.0,0.01,True
9dcd95af-8c0e-467d-85a7-4aae82e603b8___FAM_B.Msls 4040.JPG,Esca,Esca,0.06,0.855,0.005,0.08,True
9e5d5657-1fde-45df-8e0d-648107f38396___FAM_B.Msls 1214.JPG,Esca,Esca,0.09,0.87,0.02,0.02,True
9f6e3bec-dac0-4807-9f96-72dcb67e93a8___FAM_B.Msls 1333.JPG,Esca,Esca,0.055,0.935,0.0,0.01,True
9fc987e0-a8b8-46c7-bee6-d00986c82399___FAM_B.Msls 1088.JPG,Esca,Esca,0.345,0.64,0.0,0.015,True
9fe9978e-dd78-4240-a041-8c1bed80b96f___FAM_B.Msls 1276.JPG,Esca,Esca,0.17,0.825,0.0,0.005,True
9fe9e1f3-69b7-4798-b86a-fabc95ed4f01___FAM_B.Msls 4256.JPG,Esca,Esca,0.06,0.935,0.0,0.005,True
a1b6f31d-4cf0-469f-89a4-70270992286e___FAM_B.Msls 4434.JPG,Esca,Esca,0.185,0.775,0.03,0.01,True
a2027312-f55d-4e37-8f96-1dd323ae2336___FAM_B.Msls 4095.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
a3211c59-f2c0-402c-9264-b663d2a84b69___FAM_B.Msls 1839.JPG,Esca,Esca,0.03,0.955,0.0,0.015,True
a3924405-5ec6-454a-81db-eaab34a96052___FAM_B.Msls 1184.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
a481749c-81a0-4d65-a41d-cc2008fa5e7a___FAM_B.Msls 4129.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
a4b05803-14e4-4551-acb5-ace444f7dac4___FAM_B.Msls 1852.JPG,Esca,Esca,0.08,0.49,0.03,0.4,True
a5c19696-e040-4864-941d-74b4cd774ee4___FAM_B.Msls 4363.JPG,Esca,Esca,0.03,0.965,0.005,0.0,True
a6183ab0-4b4a-4b00-ba1c-f8fd75aae97c___FAM_B.Msls 1846.JPG,Esca,Esca,0.01,0.985,0.0,0.005,True
a75dac74-44d7-4fea-9b98-0c10b87ea7b9___FAM_B.Msls 1270.JPG,Esca,Esca,0.1,0.87,0.015,0.015,True
aa84c232-fb90-4c59-89a8-5911dbe4f5a0___FAM_B.Msls 4214.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
ab311649-286e-45bd-90c8-85d5b89ff2a0___FAM_B.Msls 0910.JPG,Esca,Esca,0.02,0.97,0.0,0.01,True
ab8a8cb6-8fd5-4bb4-934a-a37dabacd13b___FAM_B.Msls 1877.JPG,Esca,Esca,0.19,0.67,0.005,0.135,True
ab916331-4f8d-4993-a333-85503ad30362___FAM_B.Msls 4165.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
ad30ef01-cf78-4852-935b-af9d68417071___FAM_B.Msls 1168.JPG,Esca,Esca,0.06,0.925,0.0,0.015,True
ae8da35b-167a-4121-a2b6-6eac31019a32___FAM_B.Msls 3972.JPG,Esca,Esca,0.08,0.905,0.0,0.015,True
ae9eae88-91a7-4762-8a7e-8edf3c73768d___FAM_B.Msls 1001.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
af5b6bad-2b57-4337-83de-b1efb21f0282___FAM_B.Msls 4272.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
af874436-214a-4670-9244-3cbf9036a035___FAM_B.Msls 4076.JPG,Esca,Esca,0.005,0.99,0.0,0.005,True
afca0404-11b1-4b5f-8e10-92d578903ef4___FAM_B.Msls 1119.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
b096abb4-3ee6-472f-a6c5-106708e438ff___FAM_B.Msls 1004.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
b18a5f5f-1d42-433b-ab66-7f63ef18ca2b___FAM_B.Msls 4015.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
b32b1e1d-a0e4-4959-bd2d-89710def27a6___FAM_B.Msls 1053.JPG,Esca,Esca,0.11,0.89,0.0,0.0,True
b3b40eba-e9a9-436b-9fd4-8d2dbed44fad___FAM_B.Msls 4309.JPG,Esca,Esca,0.2,0.65,0.005,0.145,True
b4865ce8-8ed7-4993-87f1-c8f0c2840248___FAM_B.Msls 4041.JPG,Esca,Esca,0.015,0.975,0.0,0.01,True
b4b43ac8-f6d6-4ece-8a7b-0991927992b8___FAM_B.Msls 1077.JPG,Esca,Esca,0.155,0.795,0.01,0.04,True
b5cd7194-ba06-4fd5-a24c-4c384f49e65b___FAM_B.Msls 4232.JPG,Esca,Esca,0.16,0.77,0.025,0.045,True
b73462d3-e595-4cbe-93ec-5c755a0de73d___FAM_B.Msls 0945.JPG,Esca,Esca,0.01,0.98,0.0,0.01,True
b7c11789-fbc0-4fab-bc35-d049e74c8ee7___FAM_B.Msls 0874.JPG,Esca,Esca,0.46,0.49,0.05,0.0,True
b90c684d-49c7-4e9f-88a2-8b8b726f4b90___FAM_B.Msls 3862.JPG,Esca,Esca,0.255,0.7,0.015,0.03,True
ba941513-ca40-4291-8312-2728ac7b17cb___FAM_B.Msls 1006.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
bccb0d63-23d0-4616-b045-73fd6bb1df0d___FAM_B.Msls 1183.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
bd2b90ce-dd82-4819-91ec-4dea2a08f696___FAM_B.Msls 4125.JPG,Esca,Esca,0.02,0.96,0.0,0.02,True
bf607e80-310a-4111-8ca1-30ba05d06d47___FAM_B.Msls 3919.JPG,Esca,Esca,0.035,0.96,0.0,0.005,True
bff82ef7-9721-487a-9622-8518213526a4___FAM_B.Msls 4233.JPG,Esca,Esca,0.115,0.86,0.01,0.015,True
c00ce9a9-0b56-40cd-abd1-c415a159a736___FAM_B.Msls 3997.JPG,Esca,Esca,0.03,0.955,0.0,0.015,True
c0ebc0c5-a66a-4395-8d7f-e28793137660___FAM_B.Msls 1113.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
c1015ba9-4629-43eb-90a2-accfed27b787___FAM_B.Msls 1830.JPG,Esca,Esca,0.08,0.895,0.0,0.025,True
c192a2be-38bb-4340-a0df-d7f74d0c85de___FAM_B.Msls 3982.JPG,Esca,Esca,0.02,0.975,0.005,0.0,True
c1d4a89c-d1b9-4363-9b2e-d1e5a6b04062___FAM_B.Msls 0994.JPG,Esca,Esca,0.155,0.83,0.0,0.015,True
c26ad9b9-bc59-4cf1-93d3-630fba7ee460___FAM_B.Msls 4187.JPG,Esca,Esca,0.04,0.885,0.0,0.075,True
c2b1ba42-7911-4013-93ed-111745171f0a___FAM_B.Msls 4386.JPG,Esca,Esca,0.3,0.625,0.07,0.005,True
c449f5bb-9b5e-40f9-925e-63305a6f8c3f___FAM_B.Msls 1091.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
c6cd3552-c1c5-430b-a45c-7a6dfdacbac3___FAM_B.Msls 1736.JPG,Esca,Esca,0.23,0.505,0.0,0.265,True
c842ee54-3460-4998-816e-72c1def7fd8b___FAM_B.Msls 1145.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
ca1fd8c8-651f-4301-b3b6-a669dc020422___FAM_B.Msls 4224.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
ca2e1a39-3d21-4400-b11c-f4221e46e957___FAM_B.Msls 4401.JPG,Esca,Esca,0.02,0.975,0.0,0.005,True
cc40d22e-41ff-433f-a36f-57cd9dab83c3___FAM_B.Msls 4093.JPG,Esca,Esca,0.005,0.975,0.0,0.02,True
cc7aef78-dc8b-4116-a0ba-e704667acece___FAM_B.Msls 1801.JPG,Esca,Esca,0.06,0.935,0.0,0.005,True
cd0ddfc3-f4aa-469e-8d8a-d38dcfad93cc___FAM_B.Msls 1758.JPG,Esca,Esca,0.135,0.83,0.005,0.03,True
cd837043-ba7c-4499-b266-a821dc1b83d2___FAM_B.Msls 1807.JPG,Esca,Esca,0.025,0.97,0.0,0.005,True
cf923fe2-5721-4594-b77f-5918fcf744ee___FAM_B.Msls 0845.JPG,Esca,Esca,0.045,0.955,0.0,0.0,True
d06da1d8-67c0-44d5-b34d-ee74a4602138___FAM_B.Msls 1868.JPG,Esca,Esca,0.19,0.535,0.01,0.265,True
d0f85383-4cd9-4562-9978-206cbbf7d22a___FAM_B.Msls 1876.JPG,Esca,Esca,0.08,0.79,0.055,0.075,True
d235c093-08ec-48ab-87b0-0852d878e920___FAM_B.Msls 1244.JPG,Esca,Esca,0.02,0.975,0.0,0.005,True
d283be4c-a249-4ae1-9134-5c7e7f761fe3___FAM_B.Msls 4469.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
d2c649a3-29f5-4324-bb68-b10c4de79b9d___FAM_B.Msls 1799.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
d439819a-7863-48da-aec8-95a8bd45bf99___FAM_B.Msls 1028.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
d59bea04-30f0-41fe-ab07-e377815816c3___FAM_B.Msls 4018.JPG,Esca,Esca,0.03,0.965,0.0,0.005,True
d6866b19-3ef9-4989-a4e0-e9b69d6dc5da___FAM_B.Msls 4221.JPG,Esca,Esca,0.01,0.985,0.0,0.005,True
d6d55694-3887-46aa-9dc6-e6dbee509343___FAM_B.Msls 4296.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
d8206850-807e-453c-9230-be4338a85f9d___FAM_B.Msls 4030.JPG,Esca,Esca,0.01,0.985,0.0,0.005,True
d98dd678-86d3-4a34-bb76-da21ec123a70___FAM_B.Msls 4226.JPG,Esca,Esca,0.01,0.985,0.0,0.005,True
db29b18d-163d-4566-81cb-1242ba4fb0c8___FAM_B.Msls 1012.JPG,Esca,Esca,0.04,0.945,0.0,0.015,True
dce37f12-02c9-4bbd-a140-3410df07724b___FAM_B.Msls 1354.JPG,Esca,Esca,0.045,0.95,0.0,0.005,True
dd48c60e-0d52-41c3-b1a9-9fe110afcb78___FAM_B.Msls 1207.JPG,Esca,Esca,0.08,0.915,0.005,0.0,True
de99b05b-3c54-41b1-b4bf-fc548de17675___FAM_B.Msls 3823.JPG,Esca,Esca,0.015,0.98,0.0,0.005,True
dead31a7-e533-413b-abb1-73a687145bbe___FAM_B.Msls 0827.JPG,Esca,Black_rot,0.645,0.295,0.01,0.05,False
decd47b1-34d6-40f8-94d3-2fcaba5ea7d2___FAM_B.Msls 4388.JPG,Esca,Esca,0.045,0.95,0.005,0.0,True
df11f62e-738e-4879-b37c-8f6ba65cde0c___FAM_B.Msls 1129.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
e460685d-6204-4f40-bae4-74fc001e2dae___FAM_B.Msls 4025.JPG,Esca,Esca,0.0,0.995,0.0,0.005,True
e4b39784-a3a9-4c27-b265-03a3f30e04ef___FAM_B.Msls 1818.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
e518814c-da2c-40c0-856a-a3d43c1e404b___FAM_B.Msls 3980.JPG,Esca,Esca,0.01,0.975,0.0,0.015,True
e58e8a6b-5bcf-414c-8891-ff7d891ef5f6___FAM_B.Msls 3798.JPG,Esca,Esca,0.345,0.575,0.0,0.08,True
e72181bf-4291-4de7-90bc-4ae94e716a04___FAM_B.Msls 4143.JPG,Esca,Esca,0.0,0.995,0.0,0.005,True
e7d466cb-8bc3-4b43-9f59-8eea814de5e8___FAM_B.Msls 0959.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
e8ca95a9-3716-4f7c-a466-b31b4532f835___FAM_B.Msls 1269.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
e9074b27-fc6b-428b-81f0-53aa32111ba6___FAM_B.Msls 4400.JPG,Esca,Esca,0.0,0.995,0.0,0.005,True
e923c5ba-9751-49d2-bd83-c8caa16c3f26___FAM_B.Msls 4318.JPG,Esca,Esca,0.09,0.905,0.005,0.0,True
eb6f0cb7-781d-4b62-865f-ed7251ccbdf7___FAM_B.Msls 4009.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
eb7eb704-11ad-409c-a94d-94ff35a091ba___FAM_B.Msls 4415.JPG,Esca,Esca,0.09,0.9,0.01,0.0,True
eb8e982f-0162-48a9-b989-3e523ad702a3___FAM_B.Msls 1252.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
ebaef57f-4abf-4f25-8434-c94e4658a2d3___FAM_B.Msls 3825.JPG,Esca,Esca,0.04,0.96,0.0,0.0,True
ec930fce-3e79-45eb-a0bb-af2acce81c11___FAM_B.Msls 3846.JPG,Esca,Esca,0.135,0.845,0.0,0.02,True
ecc16a7d-48b2-4fd5-b460-65d2dd488990___FAM_B.Msls 1079.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
ecccbe4f-a1c1-4359-8059-8085dcf199ad___FAM_B.Msls 4105.JPG,Esca,Esca,0.015,0.98,0.0,0.005,True
ed99773d-d7ad-4d6d-a114-5311a02d0fda___FAM_B.Msls 1875.JPG,Esca,Black_rot,0.51,0.4,0.0,0.09,False
ee28de90-ddd7-4a93-8a4d-d3320d6590ea___FAM_B.Msls 4442.JPG,Esca,Esca,0.115,0.875,0.0,0.01,True
ee6d868f-c7a2-400c-aa5e-2e8adeae885a___FAM_B.Msls 4159.JPG,Esca,Esca,0.09,0.775,0.0,0.135,True
f14f2685-988b-4f16-bb93-b6ba0bf511d4___FAM_B.Msls 1107.JPG,Esca,Esca,0.11,0.865,0.0,0.025,True
f16c6e21-179e-4c4f-b23e-e7c7bd31815e___FAM_B.Msls 1301.JPG,Esca,Esca,0.165,0.82,0.0,0.015,True
f17a309c-7c2c-4af2-9241-554535e7f857___FAM_B.Msls 4217.JPG,Esca,Esca,0.0,0.98,0.0,0.02,True
f1f2742f-8047-41b1-b852-55ccae76e034___FAM_B.Msls 4373.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
f21538e8-7615-4629-9bcd-3ad47cc60c42___FAM_B.Msls 4465.JPG,Esca,Esca,0.075,0.92,0.0,0.005,True
f2164022-24f0-4d1f-97dd-63ca568372e9___FAM_B.Msls 1167.JPG,Esca,Esca,0.305,0.685,0.0,0.01,True
f5f44cb5-a535-4e04-a872-e961cffcdd4a___FAM_B.Msls 4328.JPG,Esca,Esca,0.145,0.81,0.03,0.015,True
f6a14f82-c522-43b3-b371-4872f1b569c6___FAM_B.Msls 0907.JPG,Esca,Esca,0.085,0.86,0.01,0.045,True
f8ede950-6e0f-414d-9c9d-2b38c3a3a6ad___FAM_B.Msls 4222.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
fb1fddab-023e-4dc5-aff7-5db33c755b50___FAM_B.Msls 0839.JPG,Esca,Esca,0.38,0.57,0.04,0.01,True
fcc49391-8e58-4642-ba24-dbdc21948983___FAM_B.Msls 0862.JPG,Esca,Healthy,0.26,0.055,0.68,0.005,False
fd4a5af2-ae23-44a8-a18e-44e5cda6d683___FAM_B.Msls 3976.JPG,Esca,Esca,0.06,0.925,0.005,0.01,True
fda9b856-d033-436f-b5ff-5afa3cdd0132___FAM_B.Msls 3998.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
07d28aaf-09ea-4223-9a65-88ef49e54924___Mt.N.V_HL 9121.JPG,Healthy,Healthy,0.11,0.07,0.815,0.005,True
0cd6cdbd-1674-4abb-b734-756da4994cd0___Mt.N.V_HL 6052.JPG,Healthy,Healthy,0.015,0.005,0.975,0.005,True
0ec29818-c70e-4586-9481-3201a67b7910___Mt.N.V_HL 6175.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
103b436c-40f5-40e7-b292-ae1bc619e194___Mt.N.V_HL 6084.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
116c65e1-9d66-4aee-b151-6b8cd8319c2d___Mt.N.V_HL 9106.JPG,Healthy,Healthy,0.03,0.0,0.97,0.0,True
1180dbb8-4509-4f56-a5f6-15ceac163ff9___Mt.N.V_HL 8928.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
11a9b188-754b-45b5-a498-590bfdeb2643___Mt.N.V_HL 6159.JPG,Healthy,Healthy,0.04,0.01,0.95,0.0,True
11c32403-6d55-4f16-8c16-fae9c04a9920___Mt.N.V_HL 9008.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
12ad3257-385c-43f3-bed7-629d15c7d581___Mt.N.V_HL 6104.JPG,Healthy,Healthy,0.02,0.0,0.98,0.0,True
14014978-72c9-49a4-949d-4fd1e9998dda___Mt.N.V_HL 8976.JPG,Healthy,Healthy,0.0,0.0,0.99,0.01,True
14ffc2c7-87a8-4419-a250-a46593684397___Mt.N.V_HL 6095.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
1665e179-a04d-4c61-8a64-d228e0344b62___Mt.N.V_HL 6073.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
18db578d-ab6c-4469-8e07-01d8c211a91f___Mt.N.V_HL 8983.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
215c8317-c0ca-4b35-9ac2-28e01712e367___Mt.N.V_HL 8914.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
2211cfa2-311c-41f0-aba5-9bdef8037f20___Mt.N.V_HL 6051.JPG,Healthy,Healthy,0.0,0.0,0.975,0.025,True
25180138-3b60-452e-ac9c-70b664d315e8___Mt.N.V_HL 8988.JPG,Healthy,Healthy,0.01,0.005,0.985,0.0,True
2535a8a8-1676-482d-bf8e-6f4c54f87fc6___Mt.N.V_HL 6080.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
2b4a92e2-a039-45eb-ad1a-ee9914dfeefe___Mt.N.V_HL 6177.JPG,Healthy,Healthy,0.055,0.03,0.91,0.005,True
2bd2ff11-36dc-43ec-888c-efa38601ef88___Mt.N.V_HL 8907.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
2e7eb5d4-9e80-4db5-9b59-6414fa90d1c7___Mt.N.V_HL 8903.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
394d4600-121b-4ecb-9c34-c70f8e3e0377___Mt.N.V_HL 9047.JPG,Healthy,Healthy,0.0,0.015,0.985,0.0,True
3c593da4-e1df-460c-98a9-2bc71df670d5___Mt.N.V_HL 8970.JPG,Healthy,Healthy,0.03,0.0,0.965,0.005,True
40802018-54d4-4be9-8dd3-0856e6dac368___Mt.N.V_HL 9050.JPG,Healthy,Healthy,0.015,0.0,0.985,0.0,True
41506a32-a472-4ca3-a8e0-4980c179096b___Mt.N.V_HL 6206.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
41b69ecd-4f54-4601-981e-8e5659f4ab76___Mt.N.V_HL 9071.JPG,Healthy,Healthy,0.005,0.005,0.985,0.005,True
4bd0c235-94b2-4d5d-a76e-58df595e7802___Mt.N.V_HL 6032.JPG,Healthy,Healthy,0.035,0.0,0.945,0.02,True
4e284d07-22f2-460c-b43e-53469538a8cb___Mt.N.V_HL 6146.JPG,Healthy,Healthy,0.0,0.0,0.995,0.005,True
55b69a06-7f10-41b1-8033-cc9e6c2bea5c___Mt.N.V_HL 8949.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
580e79e8-9e89-41c8-930c-bd3eafb818b2___Mt.N.V_HL 6196.JPG,Healthy,Healthy,0.075,0.025,0.89,0.01,True
5cb0aff8-6889-46d4-b283-da8f77761523___Mt.N.V_HL 8909.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
61c3750a-b90a-4d1b-b907-8683be4faa13___Mt.N.V_HL 9084.JPG,Healthy,Healthy,0.035,0.0,0.95,0.015,True
698a1cd5-2ad0-4a76-bb73-65918083df56___Mt.N.V_HL 6160.JPG,Healthy,Healthy,0.055,0.02,0.905,0.02,True
6cf81f1f-7f6b-4e06-a0b5-c466e840feed___Mt.N.V_HL 8930.JPG,Healthy,Healthy,0.025,0.005,0.97,0.0,True
6de2d606-dc73-4cae-a8f9-e223085e56bd___Mt.N.V_HL 9007.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
6ff46c3b-bcbe-4a9b-8286-425cb92cb2ee___Mt.N.V_HL 8947.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
765ec43d-a790-4470-afc9-ff1ba4eb7214___Mt.N.V_HL 9112.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
7c10d5ab-f960-4fa6-a965-8c825df24810___Mt.N.V_HL 9041.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
7e72db84-6afb-408b-b0de-d1b16e9a48af___Mt.N.V_HL 6050.JPG,Healthy,Healthy,0.06,0.01,0.905,0.025,True
81c43511-4903-46db-9022-38c756418f34___Mt.N.V_HL 9124.JPG,Healthy,Healthy,0.045,0.005,0.95,0.0,True
87a06463-e4b9-477b-b294-c2eeb59ba485___Mt.N.V_HL 9006.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
87d84f4b-0dfa-46f5-9bf9-87b3bb636d65___Mt.N.V_HL 6038.JPG,Healthy,Healthy,0.06,0.0,0.925,0.015,True
8a5dff69-180d-4a14-b8e1-b9e1374202c5___Mt.N.V_HL 6098.JPG,Healthy,Healthy,0.115,0.06,0.805,0.02,True
8af21b75-7158-4286-acdf-ef35cf54fe26___Mt.N.V_HL 6116.JPG,Healthy,Healthy,0.025,0.0,0.975,0.0,True
8c3b791e-e2e5-4f3b-8183-610458658926___Mt.N.V_HL 8982.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
8e9f476c-e7ea-496e-a367-d384d1be2654___Mt.N.V_HL 8995.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
8fab615a-502c-4044-b863-459b04a70158___Mt.N.V_HL 8990.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
944da534-67c1-4f04-8fa7-1e11492736ed___Mt.N.V_HL 6186.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
97c0552c-1cd6-4813-9608-3735b9867f98___Mt.N.V_HL 6046.JPG,Healthy,Healthy,0.205,0.125,0.635,0.035,True
98a433ea-a772-4549-8539-fa96e54bfffc___Mt.N.V_HL 6088.JPG,Healthy,Healthy,0.235,0.11,0.43,0.225,True
99edf5b5-3b65-47bc-8eb9-c9ff2582a28d___Mt.N.V_HL 8972.JPG,Healthy,Healthy,0.0,0.0,0.995,0.005,True
9bca2bb8-b017-4d2b-ae0a-257916d55952___Mt.N.V_HL 8937.JPG,Healthy,Healthy,0.145,0.04,0.705,0.11,True
9d1124c3-4be4-4998-b1f8-92b0d0f699a1___Mt.N.V_HL 8917.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
9d298426-9f1f-4d43-a568-f38790eaff75___Mt.N.V_HL 9025.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
9e6f4d5f-c44a-40f0-bfbc-dcf0ef5f1371___Mt.N.V_HL 8940.JPG,Healthy,Healthy,0.15,0.01,0.815,0.025,True
9f569d96-a582-4c82-827a-b4467382cc64___Mt.N.V_HL 9067.JPG,Healthy,Healthy,0.01,0.005,0.985,0.0,True
a23b47a4-048d-4992-bc61-f3adec202543___Mt.N.V_HL 6113.JPG,Healthy,Healthy,0.165,0.08,0.615,0.14,True
a523dc0c-8d71-4bd4-b1c5-13f1b594c882___Mt.N.V_HL 8922.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
a58dadba-775a-4053-8261-16a071479d1c___Mt.N.V_HL 9027.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
abe2906e-bb00-466f-bf7c-72ef59a5ea82___Mt.N.V_HL 9062.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
ac00a5c9-0af6-4543-866a-ef4c476c3410___Mt.N.V_HL 6110.JPG,Healthy,Healthy,0.05,0.005,0.885,0.06,True
ad0a8ced-f3b0-4c21-8ec6-658bcfe9fa2a___Mt.N.V_HL 9034.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
b07129a6-b8b0-4715-b76f-f89bd40c6770___Mt.N.V_HL 8994.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
b25497ff-4272-43e3-8ead-71b57c676529___Mt.N.V_HL 9087.JPG,Healthy,Healthy,0.025,0.0,0.965,0.01,True
b556f11d-115a-4bac-8120-05195ac42e1d___Mt.N.V_HL 9123.JPG,Healthy,Healthy,0.005,0.005,0.99,0.0,True
